X,CH1,CH2,Start,Increment,
Sequence,Volt,Volt,-6.000000e-08,1.000000e-10
0,3.78e+00,2.00e-03,
1,3.78e+00,2.00e-03,
2,3.78e+00,2.40e-03,
3,3.78e+00,2.40e-03,
4,3.76e+00,2.40e-03,
5,3.76e+00,2.40e-03,
6,3.76e+00,2.40e-03,
7,3.76e+00,2.40e-03,
8,3.74e+00,2.40e-03,
9,3.74e+00,2.40e-03,
10,3.74e+00,2.40e-03,
11,3.74e+00,2.40e-03,
12,3.72e+00,2.00e-03,
13,3.72e+00,2.00e-03,
14,3.72e+00,2.00e-03,
15,3.72e+00,2.00e-03,
16,3.70e+00,1.60e-03,
17,3.70e+00,1.60e-03,
18,3.70e+00,2.00e-03,
19,3.70e+00,2.00e-03,
20,3.70e+00,2.00e-03,
21,3.70e+00,2.00e-03,
22,3.70e+00,1.60e-03,
23,3.70e+00,1.60e-03,
24,3.68e+00,2.00e-03,
25,3.68e+00,2.00e-03,
26,3.68e+00,2.00e-03,
27,3.68e+00,2.00e-03,
28,3.64e+00,2.00e-03,
29,3.64e+00,2.00e-03,
30,3.64e+00,2.00e-03,
31,3.64e+00,2.00e-03,
32,3.62e+00,1.60e-03,
33,3.62e+00,1.60e-03,
34,3.62e+00,1.60e-03,
35,3.62e+00,1.60e-03,
36,3.58e+00,1.20e-03,
37,3.58e+00,1.20e-03,
38,3.58e+00,1.20e-03,
39,3.58e+00,1.20e-03,
40,3.60e+00,1.20e-03,
41,3.60e+00,1.20e-03,
42,3.60e+00,1.60e-03,
43,3.60e+00,1.60e-03,
44,3.56e+00,1.20e-03,
45,3.56e+00,1.20e-03,
46,3.58e+00,1.20e-03,
47,3.58e+00,1.20e-03,
48,3.56e+00,8.00e-04,
49,3.56e+00,8.00e-04,
50,3.56e+00,8.00e-04,
51,3.56e+00,8.00e-04,
52,3.54e+00,8.00e-04,
53,3.54e+00,8.00e-04,
54,3.54e+00,8.00e-04,
55,3.54e+00,8.00e-04,
56,3.54e+00,4.00e-04,
57,3.54e+00,4.00e-04,
58,3.52e+00,4.00e-04,
59,3.52e+00,4.00e-04,
60,3.50e+00,4.00e-04,
61,3.50e+00,4.00e-04,
62,3.50e+00,4.00e-04,
63,3.50e+00,4.00e-04,
64,3.52e+00,0.00e+00,
65,3.52e+00,0.00e+00,
66,3.52e+00,0.00e+00,
67,3.52e+00,0.00e+00,
68,3.50e+00,-4.00e-04,
69,3.50e+00,-4.00e-04,
70,3.50e+00,-4.00e-04,
71,3.50e+00,-4.00e-04,
72,3.48e+00,-4.00e-04,
73,3.48e+00,-4.00e-04,
74,3.48e+00,-4.00e-04,
75,3.48e+00,-4.00e-04,
76,3.46e+00,-8.00e-04,
77,3.46e+00,-8.00e-04,
78,3.48e+00,-8.00e-04,
79,3.48e+00,-8.00e-04,
80,3.46e+00,-8.00e-04,
81,3.46e+00,-8.00e-04,
82,3.46e+00,-8.00e-04,
83,3.46e+00,-8.00e-04,
84,3.44e+00,-1.20e-03,
85,3.44e+00,-1.20e-03,
86,3.46e+00,-1.60e-03,
87,3.46e+00,-1.60e-03,
88,3.42e+00,-2.00e-03,
89,3.42e+00,-2.00e-03,
90,3.44e+00,-2.00e-03,
91,3.44e+00,-2.00e-03,
92,3.44e+00,-2.00e-03,
93,3.44e+00,-2.00e-03,
94,3.42e+00,-2.00e-03,
95,3.42e+00,-2.00e-03,
96,3.44e+00,-2.00e-03,
97,3.44e+00,-2.00e-03,
98,3.44e+00,-2.00e-03,
99,3.44e+00,-2.00e-03,
100,3.42e+00,-2.00e-03,
101,3.42e+00,-2.00e-03,
102,3.44e+00,-2.00e-03,
103,3.44e+00,-2.00e-03,
104,3.44e+00,-2.40e-03,
105,3.44e+00,-2.40e-03,
106,3.42e+00,-2.40e-03,
107,3.42e+00,-2.40e-03,
108,3.40e+00,-2.40e-03,
109,3.40e+00,-2.40e-03,
110,3.40e+00,-2.40e-03,
111,3.40e+00,-2.40e-03,
112,3.40e+00,-2.80e-03,
113,3.40e+00,-2.80e-03,
114,3.40e+00,-2.40e-03,
115,3.40e+00,-2.40e-03,
116,3.40e+00,-2.40e-03,
117,3.40e+00,-2.40e-03,
118,3.40e+00,-2.80e-03,
119,3.40e+00,-2.80e-03,
120,3.40e+00,-2.40e-03,
121,3.40e+00,-2.40e-03,
122,3.40e+00,-2.40e-03,
123,3.40e+00,-2.40e-03,
124,3.42e+00,-3.20e-03,
125,3.42e+00,-3.20e-03,
126,3.40e+00,-3.20e-03,
127,3.40e+00,-3.20e-03,
128,3.40e+00,-3.20e-03,
129,3.40e+00,-3.20e-03,
130,3.40e+00,-3.20e-03,
131,3.40e+00,-3.20e-03,
132,3.40e+00,-3.60e-03,
133,3.40e+00,-3.60e-03,
134,3.40e+00,-3.60e-03,
135,3.40e+00,-3.60e-03,
136,3.42e+00,-3.60e-03,
137,3.42e+00,-3.60e-03,
138,3.44e+00,-3.60e-03,
139,3.44e+00,-3.60e-03,
140,3.44e+00,-3.60e-03,
141,3.44e+00,-3.60e-03,
142,3.46e+00,-4.00e-03,
143,3.46e+00,-4.00e-03,
144,3.46e+00,-3.60e-03,
145,3.46e+00,-3.60e-03,
146,3.44e+00,-4.00e-03,
147,3.44e+00,-4.00e-03,
148,3.44e+00,-3.60e-03,
149,3.44e+00,-3.60e-03,
150,3.46e+00,-3.60e-03,
151,3.46e+00,-3.60e-03,
152,3.46e+00,-4.00e-03,
